Date,Open,High,Low,Close,Adj Close,Volume
12/13/2021,340.679993,343.790009,339.079987,339.399994,337.912628,28899400
12/14/2021,333.220001,334.640015,324.109985,328.339996,326.901093,44438700
12/15/2021,328.609985,335.190002,324.5,334.649994,333.183441,35381100
12/16/2021,335.709991,336.76001,323.019989,324.899994,323.476166,35034800
12/17/2021,320.880005,324.920013,317.25,323.799988,322.380981,47750300
12/20/2021,320.049988,322.799988,317.570007,319.910004,318.508026,28326500
12/21/2021,323.290009,327.730011,319.799988,327.290009,325.855713,24740600
12/22/2021,328.299988,333.609985,325.75,333.200012,331.739838,24831500
12/23/2021,332.75,336.390015,332.730011,334.690002,333.223267,19617800
12/27/2021,335.459991,342.480011,335.429993,342.450012,340.94928,19947000
12/28/2021,343.149994,343.809998,340.320007,341.25,339.754517,15661500
